file_name,invoice_number,line_item_id,description,quantity,unit_price,amount,subtotal,discount,taxes,total_amount,corrected_total_amount,saving_loss,invoice_label,label
43.json,2Y2M7d-846,73,,6.0,23.15,138.9,257.76,0.0,0.0,266.63,257.76,0.0,not_correct,not_correct
47.json,INV/87-40/070,74,,4.0,11.14,44.56,883.15,0.0,79.48,962.63,962.63,0.0,correct,correct
47.json,INV/87-40/070,75,,3.0,69.64,208.92,883.15,0.0,79.48,962.63,962.63,0.0,correct,correct
47.json,INV/87-40/070,76,,1.0,6.06,6.06,883.15,0.0,79.48,962.63,962.63,0.0,correct,correct
47.json,INV/87-40/070,77,,4.0,92.54,370.16,883.15,0.0,79.48,962.63,962.63,0.0,correct,correct
47.json,INV/87-40/070,78,,5.0,50.69,253.45,883.15,0.0,79.48,962.63,962.63,0.0,correct,correct
49.json,INV/88-98/805,79,,6.0,28.7,172.2,499.15,0.0,0.0,499.15,499.15,0.0,correct,correct
49.json,INV/88-98/805,80,,3.0,36.35,109.05,499.15,0.0,0.0,499.15,499.15,0.0,correct,correct
49.json,INV/88-98/805,81,,5.0,43.58,217.9,499.15,0.0,0.0,499.15,499.15,0.0,correct,correct
50.json,INV15963902,82,,5.0,74.32,371.6,826.16,0.0,462.65,1288.81,1288.81,0.0,correct,correct
50.json,INV15963902,83,,5.0,74.49,372.45,826.16,0.0,462.65,1288.81,1288.81,0.0,correct,correct
50.json,INV15963902,84,,1.0,76.66,76.66,826.16,0.0,462.65,1288.81,1288.81,0.0,correct,correct
50.json,INV15963902,85,,5.0,1.09,5.45,826.16,0.0,462.65,1288.81,1288.81,0.0,correct,correct
51.json,5Y4M9d-284,86,,4.0,69.69,278.76,882.92,0.0,0.0,882.92,882.92,0.0,correct,correct
51.json,5Y4M9d-284,87,,3.0,45.93,137.79,882.92,0.0,0.0,882.92,882.92,0.0,correct,correct
51.json,5Y4M9d-284,88,,2.0,88.3,176.6,882.92,0.0,0.0,882.92,882.92,0.0,correct,correct
51.json,5Y4M9d-284,89,,2.0,49.96,99.92,882.92,0.0,0.0,882.92,882.92,0.0,correct,correct
51.json,5Y4M9d-284,90,,5.0,37.97,189.85,882.92,0.0,0.0,882.92,882.92,0.0,correct,correct
53.json,9Y2M9d-571,91,,5.0,44.13,220.65,461.07,0.0,26.59,474.8,487.66,12.860000000000014,not_correct,not_correct
53.json,9Y2M9d-571,92,,6.0,40.07,240.42,461.07,0.0,26.59,474.8,487.66,12.860000000000014,not_correct,not_correct
18.json,,93,,1.0,11.11,11.11,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,94,,4.0,98.39,393.56,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,95,,6.0,31.33,187.98,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
6.json,2637-094,96,,6.0,17.79,106.74,550.14,0.0,0.0,550.14,550.14,0.0,correct,correct
6.json,2637-094,97,,3.0,87.27,261.81,550.14,0.0,0.0,550.14,550.14,0.0,correct,correct
6.json,2637-094,98,,4.0,28.92,115.68,550.14,0.0,0.0,550.14,550.14,0.0,correct,correct
6.json,2637-094,99,,1.0,20.38,20.38,550.14,0.0,0.0,550.14,550.14,0.0,correct,correct
6.json,2637-094,100,,1.0,45.53,45.53,550.14,0.0,0.0,550.14,550.14,0.0,correct,correct
61.json,9Y4M2d-488,101,,2.0,45.38,90.76,480.75,0.0,0.0,480.75,480.75,0.0,correct,correct
61.json,9Y4M2d-488,102,,5.0,40.77,203.85,480.75,0.0,0.0,480.75,480.75,0.0,correct,correct
61.json,9Y4M2d-488,103,,2.0,93.07,186.14,480.75,0.0,0.0,480.75,480.75,0.0,correct,correct
67.json,INV/05-63/473,104,,1.0,41.54,41.54,217.91,0.0,19.61,226.66,237.52,10.860000000000014,not_correct,not_correct
67.json,INV/05-63/473,105,,3.0,36.56,109.68,217.91,0.0,19.61,226.66,237.52,10.860000000000014,not_correct,not_correct
67.json,INV/05-63/473,106,,1.0,66.69,66.69,217.91,0.0,19.61,226.66,237.52,10.860000000000014,not_correct,not_correct
68.json,INV/81-29/926,107,,6.0,26.85,161.1,302.08,0.0,11.18,307.82,313.26,5.439999999999998,not_correct,not_correct
68.json,INV/81-29/926,108,,2.0,70.49,140.98,302.08,0.0,11.18,307.82,313.26,5.439999999999998,not_correct,not_correct
7.json,INV/62-03/343,109,,6.0,0.0,0.0,722.28,0.0,0.0,720.38,722.28,1.8999999999999773,not_correct,not_correct
7.json,INV/62-03/343,110,,6.0,0.0,0.0,722.28,0.0,0.0,720.38,722.28,1.8999999999999773,not_correct,not_correct
18.json,,111,,6.0,3.34,20.04,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,112,,4.0,39.27,157.08,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,113,,4.0,92.44,369.76,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,114,,1.0,88.74,88.74,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
74.json,INV/55-79/951,115,,1.0,23.11,23.11,764.84,0.0,32.44,762.86,797.28,34.41999999999996,not_correct,not_correct
74.json,INV/55-79/951,116,,4.0,45.64,182.56,764.84,0.0,32.44,762.86,797.28,34.41999999999996,not_correct,not_correct
74.json,INV/55-79/951,117,,3.0,82.95,248.85,764.84,0.0,32.44,762.86,797.28,34.41999999999996,not_correct,not_correct
74.json,INV/55-79/951,118,,6.0,4.76,28.56,764.84,0.0,32.44,762.86,797.28,34.41999999999996,not_correct,not_correct
74.json,INV/55-79/951,119,,4.0,70.44,281.76,764.84,0.0,32.44,762.86,797.28,34.41999999999996,not_correct,not_correct
18.json,,120,,1.0,69.76,69.76,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,121,,2.0,36.66,73.32,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,122,,5.0,21.27,106.35,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,123,,5.0,26.69,133.45,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
77.json,INV63917375,124,,6.0,56.02,336.12,608.64,0.0,0.0,608.64,608.64,0.0,correct,correct
77.json,INV63917375,125,,3.0,27.86,83.58,608.64,0.0,0.0,608.64,608.64,0.0,correct,correct
77.json,INV63917375,126,,3.0,62.98,188.94,608.64,0.0,0.0,608.64,608.64,0.0,correct,correct
79.json,5875-863,127,,2.0,27.12,0.0,1050.86,0.0,63.11,1113.97,1113.97,0.0,correct,correct
79.json,5875-863,128,,1.0,68.78,0.0,1050.86,0.0,63.11,1113.97,1113.97,0.0,correct,correct
79.json,5875-863,129,,3.0,71.63,0.0,1050.86,0.0,63.11,1113.97,1113.97,0.0,correct,correct
79.json,5875-863,130,,3.0,97.03,0.0,1050.86,0.0,63.11,1113.97,1113.97,0.0,correct,correct
79.json,5875-863,131,,6.0,70.31,0.0,1050.86,0.0,63.11,1113.97,1113.97,0.0,correct,correct
80.json,INV/00-14/786,132,,5.0,8.04,40.2,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
80.json,INV/00-14/786,133,,3.0,25.3,75.9,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
80.json,INV/00-14/786,134,,3.0,69.57,208.71,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
80.json,INV/00-14/786,135,,5.0,78.15,390.75,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
80.json,INV/00-14/786,136,,3.0,30.65,91.95,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
82.json,INV/24-39/636,137,,1.0,60.19,60.19,1166.78,0.0,0.0,1166.78,1166.78,0.0,correct,correct
82.json,INV/24-39/636,138,,4.0,97.96,391.84,1166.78,0.0,0.0,1166.78,1166.78,0.0,correct,correct
82.json,INV/24-39/636,139,,3.0,28.65,85.95,1166.78,0.0,0.0,1166.78,1166.78,0.0,correct,correct
82.json,INV/24-39/636,140,,3.0,70.32,210.96,1166.78,0.0,0.0,1166.78,1166.78,0.0,correct,correct
82.json,INV/24-39/636,141,,6.0,69.64,417.84,1166.78,0.0,0.0,1166.78,1166.78,0.0,correct,correct
83.json,INV15023376,142,,5.0,62.05,310.25,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
83.json,INV15023376,143,,1.0,62.63,62.63,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
83.json,INV15023376,144,,3.0,82.04,246.12,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
84.json,6Y6M6d-599,145,,2.0,78.04,156.08,342.4,0.0,14.43,339.92,356.83,16.909999999999968,not_correct,not_correct
84.json,6Y6M6d-599,146,,1.0,83.33,83.33,342.4,0.0,14.43,339.92,356.83,16.909999999999968,not_correct,not_correct
84.json,6Y6M6d-599,147,,3.0,34.33,102.99,342.4,0.0,14.43,339.92,356.83,16.909999999999968,not_correct,not_correct
85.json,7343-488,148,,1.0,48.07,48.07,141.72,2.37,5.32,144.67,144.67,0.0,correct,correct
85.json,7343-488,149,,1.0,93.65,93.65,141.72,2.37,5.32,144.67,144.67,0.0,correct,correct
test_0.json,INV64664304,150,,5.0,38.27,191.35,328.43,8.31,21.2,339.81,341.32,1.509999999999991,not_correct,not_correct
test_0.json,INV64664304,151,,4.0,24.69,98.76,328.43,8.31,21.2,339.81,341.32,1.509999999999991,not_correct,not_correct
test_0.json,INV64664304,152,,2.0,19.16,38.32,328.43,8.31,21.2,339.81,341.32,1.509999999999991,not_correct,not_correct
test_1.json,INV/18-33/725,153,,5.0,50.36,251.8,560.46,0.0,0.0,560.46,560.46,0.0,correct,correct
test_1.json,INV/18-33/725,154,,6.0,16.61,99.66,560.46,0.0,0.0,560.46,560.46,0.0,correct,correct
test_1.json,INV/18-33/725,155,,4.0,52.25,209.0,560.46,0.0,0.0,560.46,560.46,0.0,correct,correct
test_10.json,INV/01-62/982,156,,1.0,60.17,60.17,0.0,0.0,5.57,127.75,5.57,0.0,not_correct,not_correct
test_10.json,INV/01-62/982,157,,1.0,47.64,47.64,0.0,0.0,5.57,127.75,5.57,0.0,not_correct,not_correct
test_10.json,INV/01-62/982,158,,2.0,8.59,17.18,0.0,0.0,5.57,127.75,5.57,0.0,not_correct,not_correct
test_11.json,5Y6M5d-505,159,,1.0,5.18,5.18,724.37,0.0,0.0,724.37,724.37,0.0,correct,correct
test_11.json,5Y6M5d-505,160,,6.0,36.35,218.1,724.37,0.0,0.0,724.37,724.37,0.0,correct,correct
test_11.json,5Y6M5d-505,161,,6.0,43.23,259.38,724.37,0.0,0.0,724.37,724.37,0.0,correct,correct
test_11.json,5Y6M5d-505,162,,3.0,80.57,241.71,724.37,0.0,0.0,724.37,724.37,0.0,correct,correct
test_12.json,INV24437684,163,,4.0,66.35,265.4,437.53,0.0,0.0,437.53,437.53,0.0,correct,correct
test_12.json,INV24437684,164,,3.0,27.09,81.27,437.53,0.0,0.0,437.53,437.53,0.0,correct,correct
test_12.json,INV24437684,165,,1.0,90.86,90.86,437.53,0.0,0.0,437.53,437.53,0.0,correct,correct
test_13.json,8236-546,166,,6.0,37.67,226.02,558.36,0.0,0.0,558.36,558.36,0.0,correct,correct
test_13.json,8236-546,167,,6.0,55.39,332.34,558.36,0.0,0.0,558.36,558.36,0.0,correct,correct
test_2.json,3Y3M8d-350,168,,5.0,84.31,421.55,482.96,0.0,0.0,482.96,482.96,0.0,correct,correct
test_2.json,3Y3M8d-350,169,,1.0,61.41,61.41,482.96,0.0,0.0,482.96,482.96,0.0,correct,correct
test_3.json,8643-519,170,,2.0,98.59,197.18,557.7,0.0,0.0,557.7,557.7,0.0,correct,correct
test_3.json,8643-519,171,,4.0,90.13,360.52,557.7,0.0,0.0,557.7,557.7,0.0,correct,correct
test_4.json,1966-282,172,,3.0,36.93,110.79,577.31,0.0,0.0,606.07,577.31,0.0,not_correct,not_correct
test_4.json,1966-282,173,,5.0,59.18,295.9,577.31,0.0,0.0,606.07,577.31,0.0,not_correct,not_correct
test_4.json,1966-282,174,,2.0,11.46,22.92,577.31,0.0,0.0,606.07,577.31,0.0,not_correct,not_correct
test_4.json,1966-282,175,,5.0,29.54,147.7,577.31,0.0,0.0,606.07,577.31,0.0,not_correct,not_correct
test_5.json,2Y5M7d-039,176,,3.0,15.74,47.22,876.64,0.0,0.0,903.67,876.64,0.0,not_correct,not_correct
test_5.json,2Y5M7d-039,177,,5.0,54.44,272.2,876.64,0.0,0.0,903.67,876.64,0.0,not_correct,not_correct
test_5.json,2Y5M7d-039,178,,6.0,92.28,553.68,876.64,0.0,0.0,903.67,876.64,0.0,not_correct,not_correct
test_5.json,2Y5M7d-039,179,,3.0,1.18,3.54,876.64,0.0,0.0,903.67,876.64,0.0,not_correct,not_correct
test_6.json,1480-718,180,,1.0,80.25,80.25,0.0,0.0,19.07,19.07,19.07,0.0,correct,correct
test_6.json,1480-718,181,,2.0,82.6,165.2,0.0,0.0,19.07,19.07,19.07,0.0,correct,correct
test_6.json,1480-718,182,,2.0,96.21,192.42,0.0,0.0,19.07,19.07,19.07,0.0,correct,correct
test_7.json,INV/25-00/951,183,,5.0,32.18,160.9,0.0,0.0,0.0,408.37,0.0,0.0,not_correct,not_correct
test_7.json,INV/25-00/951,184,,6.0,35.34,212.04,0.0,0.0,0.0,408.37,0.0,0.0,not_correct,not_correct
test_7.json,INV/25-00/951,185,,1.0,25.59,25.59,0.0,0.0,0.0,408.37,0.0,0.0,not_correct,not_correct
test_8.json,INV/15-21/217,186,,6.0,6.41,38.46,0.0,0.0,16.64,16.64,16.64,0.0,correct,correct
test_8.json,INV/15-21/217,187,,6.0,60.55,363.3,0.0,0.0,16.64,16.64,16.64,0.0,correct,correct
18.json,,188,,6.0,79.98,479.88,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,189,,6.0,17.78,106.68,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
1.json,4Y1M7d-017,190,Heavy school available,1.0,45.84,137.52,436.97,0.0,0.0,436.97,436.97,0.0,correct,correct
1.json,4Y1M7d-017,191,Statement for,1.0,43.85,43.85,436.97,0.0,0.0,436.97,436.97,0.0,correct,correct
1.json,4Y1M7d-017,192,Run sign war follow,1.0,33.18,132.72,436.97,0.0,0.0,436.97,436.97,0.0,correct,correct
1.json,4Y1M7d-017,193,When region seek,1.0,26.29,105.16,436.97,0.0,0.0,436.97,436.97,0.0,correct,correct
11.json,4Y5M8d-964,194,,6.0,33.02,198.12,288.22,0.0,0.0,288.22,288.22,0.0,correct,correct
11.json,4Y5M8d-964,195,,1.0,90.1,90.1,288.22,0.0,0.0,288.22,288.22,0.0,correct,correct
12.json,6y8Mod-837,196,Beautiful break unit,2.0,57.28,114.56,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
12.json,6y8Mod-837,197,That class,4.0,6.45,25.8,0.0,0.0,0.0,0.0,0.0,0.0,correct,correct
13.json,INV/18-92/169,198,,4.0,93.93,375.72,963.47,0.0,0.0,963.47,963.47,0.0,correct,correct
13.json,INV/18-92/169,199,,5.0,58.23,291.15,963.47,0.0,0.0,963.47,963.47,0.0,correct,correct
13.json,INV/18-92/169,200,,4.0,36.62,146.48,963.47,0.0,0.0,963.47,963.47,0.0,correct,correct
13.json,INV/18-92/169,201,,3.0,39.51,118.53,963.47,0.0,0.0,963.47,963.47,0.0,correct,correct
15.json,5Y9M9d-093,202,,1.0,57.21,57.21,1108.94,0.0,0.0,1108.94,1108.94,0.0,correct,correct
15.json,5Y9M9d-093,203,,5.0,84.19,420.95,1108.94,0.0,0.0,1108.94,1108.94,0.0,correct,correct
15.json,5Y9M9d-093,204,,6.0,12.83,76.98,1108.94,0.0,0.0,1108.94,1108.94,0.0,correct,correct
15.json,5Y9M9d-093,205,,2.0,76.3,152.6,1108.94,0.0,0.0,1108.94,1108.94,0.0,correct,correct
15.json,5Y9M9d-093,206,,5.0,80.24,401.2,1108.94,0.0,0.0,1108.94,1108.94,0.0,correct,correct
16.json,INV70773681,207,,4.0,91.48,365.92,796.45,16.49,51.47,826.26,831.43,5.169999999999959,not_correct,not_correct
16.json,INV70773681,208,,6.0,35.18,211.08,796.45,16.49,51.47,826.26,831.43,5.169999999999959,not_correct,not_correct
16.json,INV70773681,209,,4.0,48.5,194.0,796.45,16.49,51.47,826.26,831.43,5.169999999999959,not_correct,not_correct
16.json,INV70773681,210,,5.0,5.09,25.45,796.45,16.49,51.47,826.26,831.43,5.169999999999959,not_correct,not_correct
17.json,INV94276954,211,,6.0,52.98,317.88,798.47,24.51,42.39,0.0,816.35,816.35,not_correct,not_correct
17.json,INV94276954,212,,3.0,96.35,289.05,798.47,24.51,42.39,0.0,816.35,816.35,not_correct,not_correct
17.json,INV94276954,213,,1.0,60.89,60.89,798.47,24.51,42.39,0.0,816.35,816.35,not_correct,not_correct
17.json,INV94276954,214,,5.0,26.13,130.65,798.47,24.51,42.39,0.0,816.35,816.35,not_correct,not_correct
18.json,,215,,6.0,63.13,378.78,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,216,,2.0,72.59,145.18,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
20.json,3389-251,217,,6.0,12.32,73.92,819.55,24.42,50.04,845.17,845.17,0.0,correct,correct
20.json,3389-251,218,,2.0,44.42,88.84,819.55,24.42,50.04,845.17,845.17,0.0,correct,correct
20.json,3389-251,219,,3.0,84.03,252.09,819.55,24.42,50.04,845.17,845.17,0.0,correct,correct
20.json,3389-251,220,,6.0,67.45,404.7,819.55,24.42,50.04,845.17,845.17,0.0,correct,correct
21.json,5549-446,221,,2.0,48.35,96.7,160.52,0.0,0.0,160.52,160.52,0.0,correct,correct
21.json,5549-446,222,,2.0,31.91,63.82,160.52,0.0,0.0,160.52,160.52,0.0,correct,correct
22.json,INV05374322,223,,4.0,49.72,198.88,652.75,0.0,29.97,682.72,682.72,0.0,correct,correct
22.json,INV05374322,224,,3.0,96.69,290.07,652.75,0.0,29.97,682.72,682.72,0.0,correct,correct
22.json,INV05374322,225,,6.0,27.3,163.8,652.75,0.0,29.97,682.72,682.72,0.0,correct,correct
18.json,,226,,6.0,38.14,228.84,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,227,,2.0,41.85,83.7,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,228,,2.0,38.24,76.48,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,229,,6.0,88.7,532.2,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
18.json,,230,,2.0,8.45,16.9,523.96,10.69,19.75,533.02,533.02,0.0,correct,correct
24.json,0551-467,231,,2.0,78.9,157.8,826.51,0.0,28.65,834.58,855.16,20.579999999999927,not_correct,not_correct
24.json,0551-467,232,,5.0,95.91,479.55,826.51,0.0,28.65,834.58,855.16,20.579999999999927,not_correct,not_correct
24.json,0551-467,233,,4.0,29.74,118.96,826.51,0.0,28.65,834.58,855.16,20.579999999999927,not_correct,not_correct
24.json,0551-467,234,,6.0,11.7,70.2,826.51,0.0,28.65,834.58,855.16,20.579999999999927,not_correct,not_correct
29.json,0612-094,235,,5.0,76.82,384.1,424.6,0.0,21.97,446.57,446.57,0.0,correct,correct
29.json,0612-094,236,,1.0,40.5,40.5,424.6,0.0,21.97,446.57,446.57,0.0,correct,correct
31.json,9904-224,237,,5.0,86.52,432.6,637.04,13.84,0.0,623.2,623.2,0.0,correct,correct
